split,class,filename
train,bebop,B_S2_D1_080-bebop_004_.wav
train,bebop,mixed_18-bebop_000_.wav
train,bebop,B_S2_D1_124-bebop_000_.wav
train,bebop,B_S2_D1_112-bebop_002_.wav
train,bebop,mixed_41-bebop_002_.wav
train,bebop,mixed_40-bebop_000_.wav
train,bebop,B_S2_D1_109-bebop_003_.wav
train,bebop,mixed_30-bebop_003_.wav
train,bebop,B_S2_D1_091-bebop_003_.wav
train,bebop,mixed_13-bebop_004_.wav
train,bebop,mixed_8-bebop_004_.wav
train,bebop,mixed_43-bebop_002_.wav
train,bebop,B_S2_D1_093-bebop_002_.wav
train,bebop,B_S2_D1_070-bebop_000_.wav
train,bebop,B_S2_D1_099-bebop_002_.wav
train,bebop,mixed_6-bebop_000_.wav
train,bebop,mixed_31-bebop_001_.wav
train,bebop,mixed_29-bebop_003_.wav
train,bebop,mixed_42-bebop_002_.wav
train,bebop,mixed_36-bebop_002_.wav
train,bebop,mixed_42-bebop_004_.wav
train,bebop,B_S2_D1_093-bebop_001_.wav
train,bebop,B_S2_D1_069-bebop_003_.wav
train,bebop,B_S2_D1_096-bebop_004_.wav
train,bebop,B_S2_D1_129-bebop_001_.wav
train,bebop,B_S2_D1_103-bebop_000_.wav
train,bebop,mixed_55-bebop_004_.wav
train,bebop,mixed_38-bebop_003_.wav
train,bebop,B_S2_D1_109-bebop_002_.wav
train,bebop,B_S2_D1_111-bebop_002_.wav
train,bebop,mixed_17-bebop_002_.wav
train,bebop,B_S2_D1_106-bebop_000_.wav
train,bebop,B_S2_D1_085-bebop_001_.wav
train,bebop,B_S2_D1_071-bebop_004_.wav
train,bebop,B_S2_D1_094-bebop_003_.wav
train,bebop,mixed_2-bebop_000_.wav
train,bebop,mixed_37-bebop_004_.wav
train,bebop,mixed_47-bebop_001_.wav
train,bebop,mixed_45-bebop_002_.wav
train,bebop,B_S2_D1_101-bebop_002_.wav
train,bebop,mixed_2-bebop_002_.wav
train,bebop,B_S2_D1_115-bebop_001_.wav
train,bebop,mixed_57-bebop_002_.wav
train,bebop,B_S2_D1_068-bebop_000_.wav
train,bebop,mixed_32-bebop_004_.wav
train,bebop,B_S2_D1_120-bebop_001_.wav
train,bebop,mixed_57-bebop_001_.wav
train,bebop,mixed_50-bebop_002_.wav
train,bebop,B_S2_D1_072-bebop_003_.wav
train,bebop,mixed_14-bebop_000_.wav
train,bebop,B_S2_D1_084-bebop_001_.wav
train,bebop,mixed_55-bebop_002_.wav
train,bebop,B_S2_D1_086-bebop_001_.wav
train,bebop,mixed_32-bebop_002_.wav
train,bebop,mixed_40-bebop_001_.wav
train,bebop,B_S2_D1_075-bebop_002_.wav
train,bebop,B_S2_D1_127-bebop_003_.wav
train,bebop,mixed_59-bebop_000_.wav
train,bebop,mixed_36-bebop_004_.wav
train,bebop,mixed_31-bebop_000_.wav
train,bebop,mixed_30-bebop_004_.wav
train,bebop,B_S2_D1_119-bebop_001_.wav
train,bebop,B_S2_D1_075-bebop_003_.wav
train,bebop,mixed_2-bebop_004_.wav
train,bebop,B_S2_D1_101-bebop_004_.wav
train,bebop,B_S2_D1_125-bebop_004_.wav
train,bebop,mixed_43-bebop_004_.wav
train,bebop,B_S2_D1_089-bebop_003_.wav
train,bebop,B_S2_D1_090-bebop_004_.wav
train,bebop,mixed_47-bebop_002_.wav
train,bebop,B_S2_D1_131-bebop_004_.wav
train,bebop,mixed_27-bebop_003_.wav
train,bebop,mixed_56-bebop_003_.wav
train,bebop,mixed_17-bebop_001_.wav
train,bebop,mixed_57-bebop_003_.wav
train,bebop,B_S2_D1_095-bebop_000_.wav
train,bebop,mixed_44-bebop_003_.wav
train,bebop,B_S2_D1_082-bebop_002_.wav
train,bebop,mixed_61-bebop_000_.wav
train,bebop,B_S2_D1_123-bebop_000_.wav
train,bebop,B_S2_D1_118-bebop_001_.wav
train,bebop,B_S2_D1_132-bebop_003_.wav
train,bebop,mixed_55-bebop_003_.wav
train,bebop,B_S2_D1_122-bebop_004_.wav
train,bebop,mixed_35-bebop_002_.wav
train,bebop,mixed_7-bebop_004_.wav
train,bebop,B_S2_D1_083-bebop_003_.wav
train,bebop,B_S2_D1_116-bebop_002_.wav
train,bebop,mixed_46-bebop_003_.wav
train,bebop,B_S2_D1_092-bebop_004_.wav
train,bebop,mixed_0-bebop_004_.wav
train,bebop,mixed_15-bebop_000_.wav
train,bebop,B_S2_D1_102-bebop_002_.wav
train,bebop,B_S2_D1_120-bebop_000_.wav
train,bebop,B_S2_D1_106-bebop_003_.wav
train,bebop,B_S2_D1_089-bebop_000_.wav
train,bebop,mixed_24-bebop_002_.wav
train,bebop,mixed_21-bebop_001_.wav
train,bebop,B_S2_D1_105-bebop_000_.wav
train,bebop,mixed_20-bebop_004_.wav
train,bebop,mixed_43-bebop_003_.wav
train,bebop,B_S2_D1_102-bebop_001_.wav
train,bebop,mixed_47-bebop_004_.wav
train,bebop,B_S2_D1_119-bebop_002_.wav
train,bebop,mixed_28-bebop_000_.wav
train,bebop,B_S2_D1_096-bebop_002_.wav
train,bebop,mixed_23-bebop_004_.wav
train,bebop,B_S2_D1_104-bebop_002_.wav
train,bebop,B_S2_D1_105-bebop_003_.wav
train,bebop,B_S2_D1_098-bebop_000_.wav
train,bebop,mixed_13-bebop_003_.wav
train,bebop,B_S2_D1_128-bebop_001_.wav
train,bebop,B_S2_D1_084-bebop_003_.wav
train,bebop,mixed_45-bebop_003_.wav
train,bebop,B_S2_D1_097-bebop_002_.wav
train,bebop,mixed_65-bebop_004_.wav
train,bebop,B_S2_D1_110-bebop_000_.wav
train,bebop,B_S2_D1_129-bebop_002_.wav
train,bebop,B_S2_D1_096-bebop_003_.wav
train,bebop,mixed_44-bebop_000_.wav
train,bebop,B_S2_D1_130-bebop_001_.wav
train,bebop,mixed_13-bebop_001_.wav
train,bebop,mixed_20-bebop_002_.wav
train,bebop,mixed_23-bebop_001_.wav
train,bebop,B_S2_D1_094-bebop_002_.wav
train,bebop,mixed_24-bebop_003_.wav
train,bebop,B_S2_D1_110-bebop_004_.wav
train,bebop,B_S2_D1_093-bebop_000_.wav
train,bebop,B_S2_D1_099-bebop_004_.wav
train,bebop,B_S2_D1_109-bebop_001_.wav
train,bebop,B_S2_D1_117-bebop_001_.wav
train,bebop,B_S2_D1_106-bebop_002_.wav
train,bebop,B_S2_D1_070-bebop_002_.wav
train,bebop,mixed_23-bebop_000_.wav
train,bebop,mixed_60-bebop_001_.wav
train,bebop,mixed_37-bebop_001_.wav
train,bebop,mixed_27-bebop_004_.wav
train,bebop,B_S2_D1_100-bebop_003_.wav
train,bebop,mixed_59-bebop_002_.wav
train,bebop,mixed_45-bebop_004_.wav
train,bebop,B_S2_D1_078-bebop_003_.wav
train,bebop,mixed_44-bebop_002_.wav
train,bebop,B_S2_D1_082-bebop_003_.wav
train,bebop,mixed_8-bebop_000_.wav
train,bebop,mixed_48-bebop_002_.wav
train,bebop,B_S2_D1_108-bebop_004_.wav
train,bebop,B_S2_D1_131-bebop_000_.wav
train,bebop,B_S2_D1_078-bebop_001_.wav
train,bebop,mixed_11-bebop_003_.wav
train,bebop,B_S2_D1_068-bebop_004_.wav
train,bebop,mixed_24-bebop_004_.wav
train,bebop,mixed_26-bebop_001_.wav
train,bebop,B_S2_D1_102-bebop_004_.wav
train,bebop,B_S2_D1_107-bebop_001_.wav
train,bebop,B_S2_D1_075-bebop_000_.wav
train,bebop,B_S2_D1_126-bebop_002_.wav
train,bebop,B_S2_D1_079-bebop_003_.wav
train,bebop,B_S2_D1_114-bebop_002_.wav
train,bebop,mixed_35-bebop_001_.wav
train,bebop,B_S2_D1_115-bebop_000_.wav
train,bebop,B_S2_D1_101-bebop_001_.wav
train,bebop,mixed_40-bebop_003_.wav
train,bebop,B_S2_D1_131-bebop_001_.wav
train,bebop,B_S2_D1_107-bebop_000_.wav
train,bebop,mixed_48-bebop_004_.wav
train,bebop,B_S2_D1_104-bebop_003_.wav
train,bebop,mixed_4-bebop_002_.wav
train,bebop,mixed_64-bebop_001_.wav
train,bebop,B_S2_D1_088-bebop_000_.wav
train,bebop,mixed_65-bebop_000_.wav
train,bebop,B_S2_D1_076-bebop_000_.wav
train,bebop,B_S2_D1_108-bebop_002_.wav
train,bebop,mixed_4-bebop_001_.wav
train,bebop,mixed_1-bebop_004_.wav
train,bebop,B_S2_D1_111-bebop_001_.wav
train,bebop,B_S2_D1_079-bebop_000_.wav
train,bebop,mixed_58-bebop_004_.wav
train,bebop,mixed_22-bebop_001_.wav
train,bebop,B_S2_D1_074-bebop_004_.wav
train,bebop,mixed_36-bebop_000_.wav
train,bebop,B_S2_D1_098-bebop_003_.wav
train,bebop,B_S2_D1_124-bebop_002_.wav
train,bebop,mixed_66-bebop_004_.wav
train,bebop,mixed_40-bebop_002_.wav
train,bebop,B_S2_D1_095-bebop_003_.wav
train,bebop,mixed_18-bebop_003_.wav
train,bebop,B_S2_D1_085-bebop_000_.wav
train,bebop,B_S2_D1_123-bebop_002_.wav
train,bebop,mixed_20-bebop_003_.wav
train,bebop,mixed_22-bebop_000_.wav
train,bebop,mixed_17-bebop_000_.wav
train,bebop,B_S2_D1_103-bebop_003_.wav
train,bebop,mixed_30-bebop_000_.wav
train,bebop,B_S2_D1_104-bebop_001_.wav
train,bebop,B_S2_D1_098-bebop_002_.wav
train,bebop,B_S2_D1_071-bebop_001_.wav
train,bebop,mixed_65-bebop_002_.wav
train,bebop,mixed_27-bebop_002_.wav
train,bebop,B_S2_D1_082-bebop_000_.wav
train,bebop,B_S2_D1_128-bebop_003_.wav
train,bebop,B_S2_D1_070-bebop_003_.wav
train,bebop,B_S2_D1_082-bebop_001_.wav
train,bebop,mixed_52-bebop_001_.wav
train,bebop,mixed_54-bebop_002_.wav
train,bebop,mixed_33-bebop_001_.wav
train,bebop,B_S2_D1_110-bebop_003_.wav
train,bebop,mixed_21-bebop_003_.wav
train,bebop,B_S2_D1_083-bebop_002_.wav
train,bebop,B_S2_D1_093-bebop_004_.wav
train,bebop,B_S2_D1_080-bebop_001_.wav
train,bebop,B_S2_D1_101-bebop_000_.wav
train,bebop,mixed_20-bebop_000_.wav
train,bebop,B_S2_D1_071-bebop_002_.wav
train,bebop,mixed_5-bebop_004_.wav
train,bebop,mixed_17-bebop_004_.wav
train,bebop,mixed_20-bebop_001_.wav
train,bebop,B_S2_D1_072-bebop_001_.wav
train,bebop,B_S2_D1_092-bebop_003_.wav
train,bebop,mixed_6-bebop_001_.wav
train,bebop,B_S2_D1_118-bebop_003_.wav
train,bebop,mixed_26-bebop_000_.wav
train,bebop,mixed_36-bebop_001_.wav
train,bebop,mixed_56-bebop_002_.wav
train,bebop,B_S2_D1_088-bebop_002_.wav
train,bebop,B_S2_D1_095-bebop_004_.wav
train,bebop,B_S2_D1_094-bebop_004_.wav
train,bebop,mixed_26-bebop_002_.wav
train,bebop,mixed_46-bebop_004_.wav
train,bebop,B_S2_D1_077-bebop_004_.wav
train,bebop,mixed_42-bebop_000_.wav
train,bebop,B_S2_D1_129-bebop_003_.wav
train,bebop,B_S2_D1_080-bebop_003_.wav
train,bebop,B_S2_D1_077-bebop_003_.wav
train,bebop,B_S2_D1_132-bebop_001_.wav
train,bebop,mixed_52-bebop_000_.wav
train,bebop,mixed_52-bebop_004_.wav
train,bebop,mixed_39-bebop_002_.wav
train,bebop,B_S2_D1_097-bebop_004_.wav
train,bebop,B_S2_D1_122-bebop_003_.wav
train,bebop,mixed_35-bebop_004_.wav
train,bebop,mixed_13-bebop_002_.wav
train,bebop,B_S2_D1_096-bebop_000_.wav
train,bebop,B_S2_D1_104-bebop_004_.wav
train,bebop,B_S2_D1_092-bebop_000_.wav
train,bebop,mixed_37-bebop_002_.wav
train,bebop,B_S2_D1_102-bebop_003_.wav
train,bebop,B_S2_D1_132-bebop_002_.wav
train,bebop,B_S2_D1_132-bebop_004_.wav
train,bebop,B_S2_D1_118-bebop_004_.wav
train,bebop,mixed_60-bebop_003_.wav
train,bebop,B_S2_D1_122-bebop_000_.wav
train,bebop,mixed_32-bebop_001_.wav
train,bebop,B_S2_D1_077-bebop_001_.wav
train,bebop,B_S2_D1_124-bebop_003_.wav
train,bebop,B_S2_D1_130-bebop_003_.wav
train,bebop,B_S2_D1_132-bebop_000_.wav
train,bebop,B_S2_D1_067-bebop_004_.wav
train,bebop,B_S2_D1_074-bebop_002_.wav
train,bebop,mixed_25-bebop_004_.wav
train,bebop,mixed_54-bebop_001_.wav
train,bebop,B_S2_D1_097-bebop_003_.wav
train,bebop,mixed_3-bebop_001_.wav
train,bebop,B_S2_D1_107-bebop_002_.wav
train,bebop,mixed_18-bebop_002_.wav
train,bebop,B_S2_D1_091-bebop_002_.wav
train,bebop,mixed_37-bebop_000_.wav
train,bebop,mixed_62-bebop_003_.wav
train,bebop,B_S2_D1_093-bebop_003_.wav
train,bebop,mixed_46-bebop_002_.wav
train,bebop,B_S2_D1_120-bebop_002_.wav
train,bebop,B_S2_D1_124-bebop_004_.wav
train,bebop,B_S2_D1_126-bebop_003_.wav
train,bebop,mixed_1-bebop_000_.wav
train,bebop,mixed_57-bebop_000_.wav
train,bebop,mixed_12-bebop_004_.wav
train,bebop,B_S2_D1_130-bebop_002_.wav
train,bebop,B_S2_D1_071-bebop_000_.wav
train,bebop,mixed_61-bebop_003_.wav
train,bebop,mixed_15-bebop_002_.wav
train,bebop,mixed_38-bebop_001_.wav
train,bebop,B_S2_D1_125-bebop_001_.wav
train,bebop,mixed_35-bebop_000_.wav
train,bebop,mixed_25-bebop_000_.wav
train,bebop,B_S2_D1_091-bebop_000_.wav
train,bebop,mixed_10-bebop_004_.wav
train,bebop,mixed_64-bebop_004_.wav
train,bebop,B_S2_D1_127-bebop_004_.wav
train,bebop,B_S2_D1_074-bebop_000_.wav
train,bebop,mixed_7-bebop_000_.wav
train,bebop,B_S2_D1_075-bebop_001_.wav
train,bebop,B_S2_D1_119-bebop_000_.wav
train,bebop,mixed_14-bebop_003_.wav
train,bebop,mixed_41-bebop_003_.wav
train,bebop,mixed_51-bebop_003_.wav
train,bebop,mixed_56-bebop_001_.wav
train,bebop,B_S2_D1_115-bebop_004_.wav
train,bebop,B_S2_D1_126-bebop_004_.wav
train,bebop,mixed_29-bebop_000_.wav
train,bebop,mixed_15-bebop_003_.wav
train,bebop,B_S2_D1_099-bebop_000_.wav
train,bebop,mixed_25-bebop_001_.wav
train,bebop,B_S2_D1_122-bebop_002_.wav
train,bebop,mixed_59-bebop_001_.wav
train,bebop,B_S2_D1_072-bebop_004_.wav
train,bebop,B_S2_D1_089-bebop_001_.wav
train,bebop,B_S2_D1_097-bebop_001_.wav
train,bebop,mixed_23-bebop_003_.wav
train,bebop,B_S2_D1_082-bebop_004_.wav
train,bebop,B_S2_D1_116-bebop_004_.wav
train,bebop,mixed_61-bebop_004_.wav
train,bebop,mixed_1-bebop_002_.wav
train,bebop,mixed_58-bebop_001_.wav
train,bebop,mixed_16-bebop_003_.wav
train,bebop,mixed_13-bebop_000_.wav
train,bebop,mixed_53-bebop_003_.wav
train,bebop,mixed_55-bebop_000_.wav
train,bebop,B_S2_D1_113-bebop_002_.wav
train,bebop,mixed_39-bebop_003_.wav
train,bebop,B_S2_D1_106-bebop_004_.wav
train,bebop,B_S2_D1_067-bebop_001_.wav
train,bebop,B_S2_D1_105-bebop_004_.wav
train,bebop,mixed_40-bebop_004_.wav
train,bebop,mixed_32-bebop_000_.wav
train,bebop,B_S2_D1_108-bebop_000_.wav
train,bebop,mixed_3-bebop_003_.wav
train,bebop,mixed_41-bebop_004_.wav
train,bebop,mixed_3-bebop_004_.wav
train,bebop,mixed_50-bebop_003_.wav
train,bebop,B_S2_D1_084-bebop_000_.wav
train,bebop,mixed_30-bebop_002_.wav
train,bebop,mixed_18-bebop_004_.wav
train,bebop,B_S2_D1_076-bebop_002_.wav
train,bebop,B_S2_D1_068-bebop_002_.wav
train,bebop,mixed_3-bebop_002_.wav
train,bebop,mixed_0-bebop_002_.wav
train,bebop,mixed_9-bebop_002_.wav
train,bebop,mixed_25-bebop_002_.wav
train,bebop,mixed_4-bebop_000_.wav
train,bebop,B_S2_D1_112-bebop_001_.wav
train,bebop,B_S2_D1_074-bebop_003_.wav
train,bebop,mixed_24-bebop_000_.wav
train,bebop,B_S2_D1_114-bebop_001_.wav
train,bebop,mixed_30-bebop_001_.wav
train,bebop,mixed_5-bebop_001_.wav
train,bebop,mixed_27-bebop_000_.wav
train,bebop,mixed_59-bebop_004_.wav
train,bebop,B_S2_D1_112-bebop_004_.wav
train,bebop,mixed_53-bebop_002_.wav
train,bebop,mixed_28-bebop_001_.wav
train,bebop,B_S2_D1_086-bebop_003_.wav
train,bebop,mixed_61-bebop_002_.wav
train,bebop,B_S2_D1_078-bebop_000_.wav
train,bebop,mixed_22-bebop_003_.wav
train,bebop,mixed_34-bebop_001_.wav
train,bebop,mixed_16-bebop_001_.wav
train,bebop,B_S2_D1_108-bebop_001_.wav
train,bebop,B_S2_D1_073-bebop_001_.wav
train,bebop,B_S2_D1_077-bebop_000_.wav
train,bebop,B_S2_D1_133-bebop_000_.wav
train,bebop,mixed_0-bebop_003_.wav
train,bebop,mixed_62-bebop_004_.wav
train,bebop,mixed_66-bebop_000_.wav
train,bebop,mixed_37-bebop_003_.wav
train,bebop,B_S2_D1_114-bebop_004_.wav
train,bebop,B_S2_D1_109-bebop_000_.wav
train,bebop,mixed_38-bebop_004_.wav
train,bebop,B_S2_D1_103-bebop_001_.wav
train,bebop,mixed_63-bebop_000_.wav
train,bebop,mixed_4-bebop_003_.wav
train,bebop,B_S2_D1_076-bebop_004_.wav
train,bebop,mixed_5-bebop_000_.wav
train,bebop,B_S2_D1_086-bebop_002_.wav
train,bebop,B_S2_D1_108-bebop_003_.wav
train,bebop,mixed_23-bebop_002_.wav
train,bebop,mixed_29-bebop_002_.wav
train,bebop,mixed_21-bebop_000_.wav
train,bebop,B_S2_D1_091-bebop_004_.wav
train,bebop,B_S2_D1_115-bebop_002_.wav
train,bebop,B_S2_D1_126-bebop_000_.wav
train,bebop,B_S2_D1_125-bebop_002_.wav
train,bebop,mixed_50-bebop_001_.wav
train,bebop,mixed_53-bebop_001_.wav
train,bebop,mixed_38-bebop_000_.wav
train,bebop,B_S2_D1_088-bebop_004_.wav
train,bebop,B_S2_D1_116-bebop_003_.wav
train,bebop,mixed_10-bebop_001_.wav
train,bebop,mixed_51-bebop_002_.wav
train,bebop,B_S2_D1_091-bebop_001_.wav
train,bebop,B_S2_D1_119-bebop_003_.wav
train,bebop,mixed_46-bebop_001_.wav
train,bebop,B_S2_D1_100-bebop_004_.wav
train,bebop,mixed_28-bebop_004_.wav
train,bebop,B_S2_D1_070-bebop_001_.wav
train,bebop,B_S2_D1_073-bebop_004_.wav
train,bebop,mixed_33-bebop_002_.wav
train,bebop,mixed_7-bebop_001_.wav
train,bebop,mixed_53-bebop_004_.wav
train,bebop,mixed_14-bebop_001_.wav
train,bebop,B_S2_D1_074-bebop_001_.wav
train,bebop,mixed_46-bebop_000_.wav
train,bebop,mixed_49-bebop_004_.wav
train,bebop,mixed_60-bebop_004_.wav
train,bebop,mixed_47-bebop_003_.wav
train,bebop,B_S2_D1_123-bebop_003_.wav
train,bebop,B_S2_D1_127-bebop_001_.wav
train,bebop,B_S2_D1_069-bebop_000_.wav
train,bebop,B_S2_D1_101-bebop_003_.wav
train,bebop,mixed_54-bebop_000_.wav
train,bebop,B_S2_D1_090-bebop_000_.wav
train,bebop,B_S2_D1_092-bebop_001_.wav
train,bebop,B_S2_D1_079-bebop_001_.wav
train,bebop,B_S2_D1_113-bebop_001_.wav
train,bebop,B_S2_D1_119-bebop_004_.wav
train,bebop,mixed_31-bebop_004_.wav
train,bebop,mixed_50-bebop_000_.wav
train,bebop,B_S2_D1_105-bebop_001_.wav
train,bebop,mixed_54-bebop_003_.wav
train,bebop,mixed_10-bebop_002_.wav
train,bebop,B_S2_D1_107-bebop_004_.wav
train,bebop,mixed_63-bebop_001_.wav
train,bebop,mixed_14-bebop_004_.wav
train,bebop,B_S2_D1_087-bebop_002_.wav
train,bebop,mixed_12-bebop_002_.wav
train,bebop,mixed_57-bebop_004_.wav
train,bebop,mixed_19-bebop_000_.wav
train,bebop,mixed_55-bebop_001_.wav
train,bebop,mixed_34-bebop_004_.wav
train,bebop,mixed_45-bebop_000_.wav
train,bebop,mixed_38-bebop_002_.wav
train,bebop,mixed_53-bebop_000_.wav
train,bebop,B_S2_D1_129-bebop_000_.wav
train,bebop,mixed_3-bebop_000_.wav
train,bebop,mixed_61-bebop_001_.wav
train,bebop,B_S2_D1_094-bebop_000_.wav
train,bebop,B_S2_D1_083-bebop_004_.wav
train,bebop,mixed_9-bebop_001_.wav
train,bebop,mixed_36-bebop_003_.wav
train,bebop,B_S2_D1_115-bebop_003_.wav
train,bebop,mixed_1-bebop_001_.wav
train,bebop,mixed_51-bebop_000_.wav
train,bebop,B_S2_D1_079-bebop_004_.wav
train,bebop,mixed_2-bebop_001_.wav
train,bebop,B_S2_D1_121-bebop_002_.wav
train,bebop,mixed_64-bebop_003_.wav
train,bebop,mixed_43-bebop_001_.wav
train,bebop,B_S2_D1_081-bebop_000_.wav
train,bebop,mixed_39-bebop_001_.wav
train,bebop,B_S2_D1_084-bebop_002_.wav
train,bebop,mixed_66-bebop_001_.wav
train,bebop,B_S2_D1_116-bebop_001_.wav
train,bebop,B_S2_D1_078-bebop_004_.wav
train,bebop,B_S2_D1_116-bebop_000_.wav
train,bebop,B_S2_D1_129-bebop_004_.wav
train,bebop,mixed_16-bebop_000_.wav
train,bebop,mixed_48-bebop_001_.wav
train,bebop,B_S2_D1_070-bebop_004_.wav
train,bebop,mixed_39-bebop_004_.wav
train,bebop,mixed_0-bebop_000_.wav
train,bebop,B_S2_D1_067-bebop_000_.wav
train,bebop,B_S2_D1_100-bebop_000_.wav
train,bebop,mixed_18-bebop_001_.wav
train,bebop,mixed_49-bebop_003_.wav
train,bebop,mixed_65-bebop_003_.wav
train,bebop,mixed_45-bebop_001_.wav
train,bebop,B_S2_D1_128-bebop_000_.wav
train,bebop,B_S2_D1_088-bebop_003_.wav
train,unknown,1-77241-A-30.wav
train,unknown,2-18766-B-120.wav
train,unknown,1-18755-A-44.wav
train,unknown,2-69131-A-50.wav
train,unknown,2-118104-A-212.wav
train,unknown,5-207836-B-292.wav
train,unknown,3-154926-B-401.wav
train,unknown,4-165845-A-454.wav
train,unknown,1-26176-A-432.wav
train,unknown,silence212.wav
train,unknown,1-67152-A-171.wav
train,unknown,3-143929-A-102.wav
train,unknown,3-155583-A-141.wav
train,unknown,1-181071-A-401.wav
train,unknown,4-180380-A-103.wav
train,unknown,3-102908-A-43.wav
train,unknown,4-150364-A-462.wav
train,unknown,5-195517-A-71.wav
train,unknown,silence234.wav
train,unknown,2-83934-B-54.wav
train,unknown,2-7321-A-331.wav
train,unknown,2-107351-B-203.wav
train,unknown,2-72677-A-183.wav
train,unknown,1-29532-A-164.wav
train,unknown,5-221568-A-222.wav
train,unknown,4-194979-A-253.wav
train,unknown,3-152020-B-360.wav
train,unknown,1-63871-A-101.wav
train,unknown,3-100024-A-271.wav
train,unknown,4-164661-A-121.wav
train,unknown,4-177243-A-320.wav
train,unknown,5-180156-A-432.wav
train,unknown,3-171012-A-383.wav
train,unknown,4-210000-A-230.wav
train,unknown,3-154378-A-303.wav
train,unknown,2-56926-A-460.wav
train,unknown,4-102844-C-493.wav
train,unknown,4-172366-A-371.wav
train,unknown,3-155659-A-344.wav
train,unknown,4-172736-A-363.wav
train,unknown,1-90797-A-154.wav
train,unknown,2-209471-A-250.wav
train,unknown,2-122067-B-451.wav
train,unknown,4-135439-A-183.wav
train,unknown,1-32373-A-351.wav
train,unknown,1-73123-A-263.wav
train,unknown,2-87794-A-244.wav
train,unknown,3-118658-A-414.wav
train,unknown,3-150363-A-382.wav
train,unknown,2-109231-B-93.wav
train,unknown,3-156558-A-211.wav
train,unknown,3-243726-A-433.wav
train,unknown,5-248341-B-60.wav
train,unknown,1-34119-A-12.wav
train,unknown,4-177835-A-242.wav
train,unknown,3-167096-A-313.wav
train,unknown,3-71964-A-44.wav
train,unknown,4-170247-B-122.wav
train,unknown,4-182314-A-74.wav
train,unknown,2-79775-A-260.wav
train,unknown,3-68630-B-400.wav
train,unknown,4-133674-A-264.wav
train,unknown,4-204830-A-60.wav
train,unknown,2-92978-A-293.wav
train,unknown,pink_noise005.wav
train,unknown,4-189832-B-224.wav
train,unknown,5-233605-A-394.wav
train,unknown,1-57318-A-132.wav
